Chromosome	Start	End	Index	Probe	FlagIndex
6	97346228	97346350	29925	12993_PET_CpG	1
6	97731016	97731195	29926	12994_cg10518340;cg21877580	1
6	97731338	97731484	29927	12995_cg18863314	1
6	99272039	99272203	29928	12996_PET_CpG	1
6	99273289	99273620	29929	12997_PET_CpG	1
6	99280836	99281000	29930	12998_PET_CpG	1
6	99282656	99282822	29931	12999_cg03527422	1
6	99283131	99283372	29932	13000_cg16202970;cg20797858	1
6	99283481	99283623	29933	13001_cg03840594	1
6	99291171	99291634	29934	13002_PET_CpG	1
6	99292714	99292858	29935	13003_PET_CpG	1
6	99395432	99395558	29936	13004_cg14098744;cg16137976	0
6	99395597	99395628	29937	13004_cg14098744;cg16137976	0
6	99797764	99797914	29938	13005_cg10994148	1
6	99841873	99842128	29939	13006_cg16399182;cg24119471;cg25565376	1
6	99872712	99872919	29940	13007_cg08494713;cg08669361;cg08676600;cg20999246	1
6	99873152	99873307	29941	13008_cg06437222	1
6	99873332	99873470	29942	13009_cg24807054	1
6	99873477	99873618	29943	13010_cg27383468	1
6	99873867	99874007	29944	13011_cg03173874	1
6	99962912	99963065	29945	13012_cg08792129;cg13363689	1
6	99963181	99963317	29946	13013_cg10139443;cg13809693	1
6	99963371	99963521	29947	13014_cg17635724	1
6	99968806	99968950	29948	13015_cg17528700	1
6	99969031	99969315	29949	13016_cg05947596;cg11927672	1
6	100016656	100016841	29950	13017_cg03736562;cg04339523;cg08462675;cg23674352	1
6	100036716	100036860	29951	13018_cg04516083	1
6	100037261	100037406	29952	13019_cg09634176	1
6	100038383	100038745	29953	13020_PET_CpG	1
6	100052556	100052703	29954	13021_cg03437157	1
6	100055236	100055395	29955	13022_PET_CpG	1
6	100058996	100059217	29956	13023_PET_CpG	1
6	100062493	100062643	29957	13024_cg18900649	1
6	100676988	100677132	29958	13025_cg21276809	1
6	100894965	100895279	29959	13026_PET_CpG	1
6	100910778	100911011	29960	13027_PET_CpG	1
6	100915109	100915318	29961	13028_PET_CpG	1
6	101329224	101329375	29962	13029_cg26009773	1
6	101840110	101840259	29963	13030_PET_CpG	1
6	101840689	101840816	29964	13031_PET_CpG	1
6	101841439	101841594	29965	13032_cg27547442	1
6	101850844	101850988	29966	13033_PET_CpG	1
6	104770876	104771020	29967	13034_PET_CpG	1
6	104975312	104975463	29968	13035_PET_CpG	1
6	105153136	105153420	29969	13036_PET_CpG	1
6	105307485	105307646	29970	13037_cg18058813	1
6	105307773	105307921	29971	13038_cg16869487	1
6	105388598	105388797	29972	13039_cg03738025;cg17885226;cg23746497	1
6	105400906	105401050	29973	13040_cg02391713	1
6	105401568	105401896	29974	13041_PET_CpG	1
6	105403505	105403649	29975	13042_PET_CpG	1
6	105404593	105405146	29976	13043_PET_CpG	1
6	105506852	105506985	29977	13044_PET_CpG	1
6	105584609	105584761	29978	13045_cg10979880	1
6	105585099	105585237	29979	13046_cg17398252	1
6	105627939	105628116	29980	13047_cg06577045;cg13357482;cg24989739	1
6	105850760	105850922	29981	13048_cg14193481	1
6	105851170	105851312	29982	13049_cg00186414	1
6	105901313	105901490	29983	13050_PET_CpG	1
6	106328126	106328395	29984	13051_PET_CpG	1
6	106428993	106429595	29985	13053_cg09570682;cg14765959;13052_PET_CpG	1
6	106433908	106434190	29986	13054_PET_CpG	1
6	106440138	106440277	29987	13055_cg20331609	1
6	106534304	106534456	29988	13056_cg22196848	1
6	106565485	106565670	29989	13057_PET_CpG	1
6	106611440	106611586	29990	13058_PET_CpG	1
6	106773150	106773297	29991	13059_cg10850197	1
6	106773615	106773797	29992	13060_cg07541085;cg24211478;cg26178529	1
6	106958036	106958773	29993	13061_PET_CpG	1
6	106959486	106961358	29994	13062_PET_CpG;13063_cg06025938;13064_cg05873285	1
6	106967806	106968308	29995	13065_PET_CpG	1
6	106968626	106968817	29996	13066_PET_CpG	1
6	107077046	107077168	29997	13067_cg22885965	1
6	107077198	107077439	29998	13068_cg16668921;cg27067234	1
6	107077553	107077695	29999	13069_cg04145477	1
6	107349285	107349436	30000	13070_cg05445051;cg09534243;cg16058774	0
6	107349855	107349997	30001	13071_cg15971505	1
6	107382575	107382712	30002	13072_PET_CpG	1
6	107385944	107386045	30003	13073_PET_CpG	1
6	107435440	107435584	30004	13074_cg06535942	1
6	107435585	107435640	30005	13075_cg13523882;cg22041081	0
6	107436455	107436559	30006	13076_cg17978996	0
6	107780233	107780379	30007	13077_cg26312839	1
6	107780573	107780705	30008	13078_cg04464559	1
6	107780720	107781079	30009	13079_cg01917202;cg11301756;cg12617325;cg14957497;cg09699384;cg25675477	1
6	107809220	107809753	30010	13080_PET_CpG	1
6	107811488	107811640	30011	13081_cg11341657	1
6	107955509	107955755	30012	13082_PET_CpG	1
6	107979047	107979334	30013	13083_PET_CpG	1
6	108141805	108141960	30014	13084_cg10712091	1
6	108144377	108144515	30015	13085_PET_CpG	1
6	108145180	108145486	30016	13086_PET_CpG	1
6	108169352	108169498	30017	13087_cg11743291	1
6	108279260	108279332	30018	13088_cg07355392;cg14541437;cg21705063	0
6	108279607	108279746	30019	13089_cg04598733	1
6	108395781	108395908	30020	13090_cg07985704	0
6	108396071	108396202	30021	13091_cg23015983	0
6	108434901	108435051	30022	13092_cg08624680	1
6	108436068	108436875	30023	13093_PET_CpG;13094_cg02594410	1
6	108438727	108438877	30024	13095_PET_CpG	1
6	108440011	108441240	30025	13096_PET_CpG;13097_cg16629469	1
6	108444567	108444722	30026	13098_PET_CpG	1
6	108455102	108455240	30027	13099_cg16095951	1
6	108487080	108487227	30028	13100_cg18918349	1
6	108489372	108489755	30029	13101_PET_CpG	1
6	108489897	108490039	30030	13102_cg04407470	1
6	108490887	108491138	30031	13103_PET_CpG	1
6	108495608	108495741	30032	13104_cg20731469	1
6	108496662	108496797	30033	13105_cg06103642	1
6	108581987	108582132	30034	13106_cg02504465	1
6	108582182	108582360	30035	13107_cg12103840;cg23981504	0
6	108582547	108582683	30036	13108_cg18493069	1
6	108615910	108616024	30037	13109_cg27626844	1
6	108616125	108616274	30038	13110_cg18194597	1
6	108881034	108881093	30039	13111_cg09048084;cg09517077;cg10306079;cg17753496	0
6	108881798	108881929	30040	13112_cg03861593;cg19861329	0
6	108882105	108882188	30041	13113_cg23709117	0
6	108956839	108956990	30042	13114_PET_CpG	1
6	109035669	109035978	30043	13115_PET_CpG	1
6	109103522	109103765	30044	13116_cg00111893;cg12198039	1
6	109169391	109169537	30045	13117_cg10697938;cg11889876;cg13666253	1
6	109380996	109381139	30046	13118_cg23840219	1
6	109702937	109703080	30047	13119_cg12940558	1
6	109704347	109704489	30048	13120_cg08222271	1
6	109762078	109762230	30049	13121_cg14376813	1
6	109762338	109762498	30050	13122_cg21273098	1
6	109771068	109771243	30051	13123_PET_CpG	1
6	109775767	109775937	30052	13124_PET_CpG	1
6	109776118	109776272	30053	13125_cg01125227;cg16315928	0
6	109777030	109777173	30054	13126_cg05879380;cg23390397	1
6	109780237	109780369	30055	13127_PET_CpG	1
6	109804297	109804387	30056	13128_cg13824859	0
6	109804875	109805048	30057	13129_cg05856399;cg19751276	0
6	110011889	110012048	30058	13130_cg06337230	1
6	110012309	110012493	30059	13131_cg06694616;cg20917554	1
6	110012494	110012712	30060	13132_cg14372919;cg25757714;cg25926008	1
6	110299762	110299914	30061	13133_cg17152981	1
6	110300031	110300179	30062	13134_cg15381304	1
6	110300231	110300384	30063	13135_cg00613752	1
6	110342274	110342425	30064	13136_PET_CpG	1
6	110500313	110500456	30065	13137_cg20729891	0
6	110500613	110500769	30066	13138_cg25806609	1
6	110500855	110500987	30067	13139_cg20455078	0
6	110501277	110501442	30068	13140_cg09487733;cg10157839;cg22970629	0
6	110501638	110501782	30069	13141_cg14322427	1
6	111136446	111136535	30070	13142_cg24203851	0
6	111136659	111136718	30071	13143_cg23652038	0
6	111195225	111195503	30072	13144_cg04128563;cg15853478	1
6	111195745	111196033	30073	13145_cg03767932;cg15077919;cg15211596;cg27016906;cg14650005	1
6	111197755	111197920	30074	13146_cg05654340	1
6	111200385	111200529	30075	13147_PET_CpG	1
6	111303102	111303385	30076	13148_cg00020352;cg06498809;cg09331632	1
6	111303410	111303562	30077	13149_cg14498116	1
6	111408687	111408829	30078	13150_cg24499517;cg25357155	1
6	111409142	111409287	30079	13151_cg07940485	1
6	111580433	111580590	30080	13152_cg04337628;cg07909292;cg08067404	1
6	111804683	111804827	30081	13153_cg10830518	1
6	112083220	112083420	30082	13154_PET_CpG	1
6	112115096	112115237	30083	13155_PET_CpG	1
6	112163224	112163380	30084	13156_PET_CpG	1
6	112165026	112165161	30085	13157_PET_CpG	1
6	112192611	112192750	30086	13158_PET_CpG	1
6	112193031	112193235	30087	13159_PET_CpG	1
6	112194364	112194514	30088	13160_cg14683699	1
6	112194619	112194932	30089	13161_cg00696540;cg23076086;cg26462931	1
6	112314157	112314306	30090	13162_PET_CpG	1
6	112318381	112318529	30091	13163_cg07997104	1
6	112364866	112365003	30092	13164_cg18675517	1
6	112408501	112408809	30093	13165_cg09384159;cg18289746;cg18350186;cg18827738;cg20279784	1
6	112485153	112485337	30094	13166_PET_CpG	1
6	112971241	112971442	30095	13167_PET_CpG	1
6	113371566	113371782	30096	13168_PET_CpG	1
6	113442005	113442150	30097	13169_PET_CpG	1
6	113952326	113952469	30098	13170_PET_CpG	1
6	114175918	114176074	30099	13171_cg01824964	1
6	114177702	114177831	30100	13172_PET_CpG	1
6	114178123	114178299	30101	13173_cg02446434;cg20208801	1
6	114178423	114178565	30102	13174_cg08681110	1
6	114180103	114180223	30103	13175_cg24011531	1
6	114242134	114242276	30104	13176_PET_CpG	1
6	114291174	114291310	30105	13177_cg00930213	1
6	114291834	114292109	30106	13178_cg15242771;cg18387216	1
6	114292462	114292583	30107	13179_cg00161229;cg08198132	1
6	114292657	114292793	30108	13180_cg13393754	1
6	114663144	114663292	30109	13181_cg17679781	1
6	116421781	116422200	30110	13182_cg01813649;cg11539275;cg18283893;cg19149898;cg09604110;cg25179963	1
6	116574635	116574784	30111	13183_cg15338778	1
6	116575235	116575413	30112	13184_cg02934834;cg13432616	1
6	116600649	116600788	30113	13185_cg23214565	1
6	116601059	116601234	30114	13186_cg06393300;cg13601597;cg14420589	1
6	116691788	116691894	30115	13187_cg11481534	1
6	116892112	116892351	30116	13188_cg05349922;cg09687322	1
6	116892482	116892661	30117	13189_cg05564625;cg19032271	1
6	116937387	116937515	30118	13190_cg27629154	1
6	116989580	116989712	30119	13191_cg01339781	1
6	116989875	116989974	30120	13192_cg00620629	1
6	117002020	117002464	30121	13193_cg10864318;cg14950288;cg13651857;cg17071618;cg26776742	1
6	117086013	117086353	30122	13194_PET_CpG	1
6	117198107	117198267	30123	13195_cg15717926	1
6	117583090	117583226	30124	13196_PET_CpG	1
6	117583591	117583722	30125	13197_PET_CpG	1
6	117586150	117586284	30126	13198_cg04187088	1
6	117586515	117586590	30127	13199_cg18441661	0
6	117589096	117589235	30128	13200_PET_CpG	1
6	117589456	117589833	30129	13201_PET_CpG	1
6	117591026	117591531	30130	13202_PET_CpG	1
6	117592236	117592419	30131	13203_PET_CpG	1
6	117593544	117593683	30132	13204_PET_CpG	1
6	117868784	117868929	30133	13205_PET_CpG	1
6	117923384	117923517	30134	13206_cg02401102	1
6	117923569	117923727	30135	13207_cg02590856	1
6	117996356	117996609	30136	13208_cg18271269;cg19657320;cg23249710	1
6	117997204	117997353	30137	13209_cg18079376	1
6	118228789	118228938	30138	13210_cg11430157	1
6	118971612	118971745	30139	13211_cg22561889	1
6	118972652	118972755	30140	13212_cg15556085;cg24543488;cg26247263	0
6	118972967	118973118	30141	13213_cg01067444	1
6	119131707	119131921	30142	13214_PET_CpG	1
6	119256085	119256290	30143	13215_cg08865097;cg24023847	0
6	119399867	119400012	30144	13216_cg25249518	0
6	119670805	119670941	30145	13217_cg14604386	1
6	119671124	119671312	30146	13218_cg00839802;cg05371064	1
6	119959071	119959219	30147	13219_PET_CpG	1
6	121656025	121656188	30148	13220_cg02123995	1
6	121758175	121758310	30149	13221_cg04652961	1
6	121758575	121758732	30150	13222_cg10446179	1
6	122720583	122720757	30151	13223_cg03988161;cg06839777	0
6	122720758	122720926	30152	13224_cg11183000;cg16783819	1
6	122721213	122721361	30153	13225_cg00603428	1
6	122792748	122793258	30154	13226_cg00932007;cg10472759;cg10651306;cg11927033;cg09319194;cg11449564	1
6	123110522	123110817	30155	13227_cg14426525;cg22401066;cg27375072;cg27448015	1
6	123317046	123317198	30156	13228_cg01141812	1
6	124125494	124125640	30157	13229_PET_CpG	1
6	125474759	125474922	30158	13230_cg15983584;cg17093809	1
6	125475574	125475722	30159	13231_cg26005766	1
6	125622985	125623125	30160	13232_cg22831313	1
6	125678776	125678915	30161	13233_PET_CpG	1
6	125985196	125985323	30162	13234_PET_CpG	1
6	126069151	126069305	30163	13235_cg14776114	1
6	126070306	126070584	30164	13236_cg08172044;cg08442529;cg20462855	1
6	126070773	126070885	30165	13237_cg10911889;cg24424146	0
6	126101871	126102053	30166	13238_cg12969407;cg14011500	1
6	126111130	126111294	30167	13239_PET_CpG	1
6	126150571	126150709	30168	13241_PET_CpG	1
6	126240173	126240303	30169	13242_cg22135324	1
6	126277833	126277974	30170	13243_cg05554353	1
6	126278077	126278211	30171	13244_cg07414239	1
6	126307333	126307483	30172	13245_cg03367560	1
6	126307492	126307666	30173	13246_cg13341460;cg20222052;cg27572301	1
6	126307818	126307964	30174	13247_cg12199684	1
6	126661056	126661341	30175	13248_cg03558537;cg05769790;cg16628904;cg22174408	1
6	126661551	126661689	30176	13249_cg02888633	1
6	127439922	127440070	30177	13250_cg19365062	1
6	127440982	127441127	30178	13251_cg02690609	1
6	127442572	127442716	30179	13252_cg09526708	1
6	127587827	127588015	30180	13253_cg14140629;cg24812749;cg26365399;cg27446573	1
6	127588035	127588179	30181	13254_cg11628076	1
6	127588372	127588518	30182	13255_cg23713965	1
6	127664768	127664919	30183	13256_cg13817182	1
6	128841071	128841205	30184	13257_cg22466350	1
6	128841896	128842101	30185	13258_cg02010020;cg19033035	1
6	130008220	130008424	30186	13259_PET_CpG	1
6	130031268	130031434	30187	13260_cg08633085;cg27437222	1
6	130031508	130031654	30188	13261_cg13850234	1
6	130114693	130114945	30189	13262_PET_CpG	1
6	130339535	130339769	30190	13263_cg08106148;cg09710740;cg18411550	1
6	130686621	130686889	30191	13265_cg18932809;cg20334627;cg26483578	1
6	130702981	130703140	30192	13266_PET_CpG	1
6	131383807	131383913	30193	13267_cg21134252	0
6	131384549	131384745	30194	13268_cg02960249;cg18374471;cg20447568	1
6	131456701	131456798	30195	13269_cg01792368;cg20497181	0
6	131504142	131504351	30196	13270_PET_CpG	1
6	131521034	131521187	30197	13271_PET_CpG	1
6	131602659	131602979	30198	13272_PET_CpG	1
6	131949259	131949570	30199	13273_cg01158046;cg07563723;cg08994658;cg11871820;cg20476801;cg22194865	1
6	132128961	132129068	30200	13274_cg10683054;cg26704948	0
6	132129283	132129434	30201	13275_cg01818492	1
6	132271403	132272360	30202	13276_PET_CpG	1
6	132320748	132320916	30203	13277_PET_CpG	1
6	132452299	132452440	30204	13278_PET_CpG	1
6	132722237	132722384	30205	13279_cg16478774	1
6	132722795	132722835	30206	13280_cg26178272	0
6	132833985	132834128	30207	13281_cg24336646	0
6	132834360	132834655	30208	13282_cg14747339;cg17682309	1
6	133119563	133119710	30209	13283_cg20185360	1
6	133135501	133135640	30210	13285_cg09585247	1
6	133562113	133562400	30211	13286_cg06181518;cg14017655;cg16347317;cg17838029	1
6	133564441	133564650	30212	13287_PET_CpG	1
6	134028774	134028916	30213	13288_PET_CpG	1
6	134210867	134211015	30214	13289_cg04467618	1
6	134212857	134213055	30215	13290_cg23228540;cg25124633	1
6	134273485	134273643	30216	13291_cg23627620	1
6	134274212	134274382	30217	13292_cg17040800;cg21635413	1
6	134438710	134438854	30218	13293_PET_CpG	1
6	134495936	134496032	30219	13294_cg01059669;cg21064939	0
6	134561887	134562056	30220	13295_PET_CpG	1
6	134840718	134840852	30221	13296_PET_CpG	1
6	135375931	135376075	30222	13297_cg05472265	1
6	135409045	135409322	30223	13298_PET_CpG	1
6	135449880	135450030	30224	13299_PET_CpG	1
6	135450295	135450445	30225	13300_PET_CpG	1
6	135484562	135484708	30226	13301_PET_CpG	1
6	135501707	135501878	30227	13302_cg13400176;cg18253802	1
6	135502530	135502682	30228	13303_cg01671314	0
6	135502805	135502934	30229	13304_cg01369646	1
6	135503757	135503915	30230	13305_cg00366934	1
6	135818462	135818623	30231	13306_cg16241884	1
6	135818676	135819018	30232	13307_cg08231603;cg14291549;cg16085178;cg23945725	1
6	135819077	135819220	30233	13308_cg13150400	1
6	135819276	135819414	30234	13309_cg12164973	1
6	136201578	136201751	30235	13310_PET_CpG	1
6	136358989	136359106	30236	13311_PET_CpG	1
6	136571360	136571540	30237	13312_cg05174106;cg09682190	1
6	136571570	136571816	30238	13313_cg10640093;cg18712897;cg22863042	1
6	136571860	136572002	30239	13314_cg02446081	1
6	136610835	136611308	30240	13315_cg09399377;cg10397063;cg10459515;cg23412900;cg15409746;cg23068057	1
6	136687020	136687268	30241	13316_PET_CpG	1
6	136847644	136847808	30242	13317_PET_CpG	1
6	136871629	136871776	30243	13318_cg07243161	0
6	136871869	136872013	30244	13319_cg02362970	1
6	137113259	137113409	30245	13320_cg13800542	1
6	137114124	137114302	30246	13321_cg10599345;cg16581840	1
6	137241501	137241682	30247	13322_PET_CpG	1
6	137243146	137243314	30248	13323_cg00101729;cg24217844	1
6	137243315	137243484	30249	13324_cg07888856;cg13280283;cg22791936	1
6	137311214	137311344	30250	13325_cg21356535	1
6	137355180	137355317	30251	13326_PET_CpG	1
6	137365650	137365801	30252	13327_cg04369291	1
6	137540540	137540739	30253	13328_cg05967855;cg18576635;cg21030939;cg25543316	1
6	137710365	137710586	30254	13329_PET_CpG	1
6	137807567	137807717	30255	13330_PET_CpG	1
6	137808750	137810520	30256	13331_PET_CpG	1
6	137815122	137815466	30257	13332_PET_CpG	1
6	137816817	137817212	30258	13333_PET_CpG	1
6	137819190	137819332	30259	13334_cg19003797	1
6	138020415	138020556	30260	13335_PET_CpG	1
6	138187796	138187941	30261	13336_cg23696891	1
6	138188349	138188522	30262	13337_cg00847892;cg08644612	1
6	138188744	138188895	30263	13338_cg14527802	1
6	138189259	138189401	30264	13339_cg27031112	1
6	138194419	138194582	30265	13340_PET_CpG	1
6	138297199	138297342	30266	13341_PET_CpG	1
6	138428490	138428806	30267	13342_cg00165639;cg00175859;cg06595927;cg09019803	1
6	138482232	138482394	30268	13343_PET_CpG	1
6	138482635	138482774	30269	13344_cg14235793;cg14329675	1
6	138725126	138725363	30270	13345_cg07840898;cg18261461;cg21317795	0
6	138725478	138725620	30271	13346_cg25649261	0
6	138868035	138868182	30272	13347_PET_CpG	1
6	139013747	139013884	30273	13348_cg23186422	0
6	139014207	139014292	30274	13349_cg04805612	0
6	139094386	139094529	30275	13350_cg03835793	1
6	139094889	139095083	30276	13351_cg11484553;cg23839792	1
6	139309243	139309403	30277	13352_cg18217172	1
6	139349517	139349661	30278	13353_cg24878755	1
6	139350127	139350378	30279	13354_cg06151683;cg16528341	1
6	139350434	139350583	30280	13355_cg11871021	1
6	139351127	139351256	30281	13356_cg20589862	1
6	139351274	139351417	30282	13357_cg16114141	1
6	139351867	139352077	30283	13358_PET_CpG	1
6	139456003	139456230	30284	13359_cg08320628;cg09910967;cg16982328	0
6	139456235	139456334	30285	13359_cg08320628;cg09910967;cg16982328	0
6	139601021	139601152	30286	13360_PET_CpG	1
6	139695325	139695473	30287	13361_cg03339731	1
6	139695525	139695755	30288	13362_cg11125146;cg17995965	1
6	139695760	139695936	30289	13363_cg12601582;cg17583526;cg24219734;cg25791744	0
6	139695937	139696080	30290	13364_cg11347311	0
6	139696465	139696583	30291	13365_cg25703934	1
6	139696882	139697019	30292	13366_cg21186663	1
6	139855791	139855935	30293	13368_PET_CpG	1
6	139861510	139861698	30294	13369_PET_CpG	1
6	140399086	140399239	30295	13370_PET_CpG	1
6	141804025	141804186	30296	13371_PET_CpG	1
6	142468267	142468524	30297	13372_cg03265892;cg04399615;cg13401290;cg17831680;cg19004134;cg25919202	1
6	142577132	142577265	30298	13373_PET_CpG	1
6	142622732	142622876	30299	13374_cg13072241	1
6	143001549	143001735	30300	13375_PET_CpG	1
6	143105636	143105791	30301	13376_PET_CpG	1
6	143141028	143141174	30302	13377_PET_CpG	1
6	143141593	143141747	30303	13378_PET_CpG	1
6	143163603	143163787	30304	13379_PET_CpG	1
6	143177963	143178094	30305	13380_PET_CpG	1
6	143178913	143179055	30306	13381_PET_CpG	1
6	143223995	143224155	30307	13382_PET_CpG	1
6	143234720	143234854	30308	13383_PET_CpG	1
6	143247695	143247834	30309	13384_cg21489622	1
6	143265730	143265882	30310	13385_cg00109300	1
6	143266230	143266360	30311	13386_cg20486294;cg24803290	0
6	143268702	143268894	30312	13387_cg05843339;cg17649243	1
6	143381661	143381852	30313	13388_cg09509238;cg21574429	0
6	143382048	143382117	30314	13389_cg11003645;cg11697464;cg17261040;cg19223274	0
6	143771683	143772096	30315	13390_cg11862080;cg22571131;cg15822350;cg16388791;cg26966246	1
6	143832363	143832501	30316	13391_cg18419694	1
6	143832778	143832917	30317	13392_cg00480749	1
6	143858207	143858350	30318	13393_cg24157364	0
6	144164252	144164587	30319	13394_cg05215536;cg23493127;cg25683535;cg27408637	1
6	144385185	144385324	30320	13395_cg07750706	1
6	144385700	144385877	30321	13396_cg15144236;cg18144296	1
6	144386090	144386243	30322	13397_PET_CpG	1
6	144416677	144417044	30323	13398_cg05950854;cg12976424;cg16646892;cg22863204;cg25282353;cg13324205	1
6	144417360	144417515	30324	13399_cg01634275	1
6	144471120	144471268	30325	13400_cg07755653	1
6	144471355	144471634	30326	13401_cg18582581;cg22664307	0
6	144472275	144472426	30327	13402_cg02701019	1
6	144537528	144537673	30328	13403_cg10813475	1
6	144605998	144606147	30329	13404_cg15278510	1
6	144607420	144607578	30330	13405_cg22481344	1
6	144665324	144665650	30331	13406_PET_CpG	1
6	144665895	144666080	30332	13407_PET_CpG	1
6	144904223	144904801	30333	13408_PET_CpG	1
6	145853693	145853838	30334	13409_PET_CpG	1
6	146056343	146056483	30335	13410_cg16437679	0
6	146056692	146056866	30336	13411_cg04459013;cg09472953	1
6	146056987	146057138	30337	13412_cg17971650	1
6	146135672	146135813	30338	13413_cg01308839	1
6	146136040	146136197	30339	13414_cg20998770;cg23711669	1
6	146136362	146136500	30340	13415_cg05347473	1
6	146285272	146285413	30341	13416_cg00571935	1
6	146349558	146349696	30342	13417_cg26256158	1
6	146866780	146866931	30343	13418_PET_CpG	1
6	147091792	147092002	30344	13419_PET_CpG	1
6	147092197	147092374	30345	13420_PET_CpG	1
6	147524897	147525047	30346	13421_cg03965726	0
6	147827863	147828024	30347	13422_cg15261499	1
6	147829973	147830115	30348	13423_cg09984545	1
6	147851408	147851691	30349	13424_PET_CpG	1
6	148525159	148525372	30350	13425_PET_CpG	1
6	148663492	148663640	30351	13426_cg06081609	1
6	148831020	148831177	30352	13427_PET_CpG	1
6	148881050	148881199	30353	13428_cg18129005	1
6	149068137	149068280	30354	13429_cg24394337	1
6	149068308	149068522	30355	13430_cg24751407;cg25665590	1
6	149068787	149069045	30356	13431_cg10900437;cg14128634	1
6	149079768	149079930	30357	13432_PET_CpG	1
6	149082248	149082395	30358	13433_PET_CpG	1
6	149082733	149082973	30359	13434_PET_CpG	1
6	149321300	149321654	30360	13435_PET_CpG	1
6	149387285	149387441	30361	13436_PET_CpG	1
6	149594475	149594618	30362	13437_PET_CpG	1
6	149637846	149637936	30363	13438_cg09106817	1
6	149802946	149803911	30364	13439_PET_CpG	1
6	149804309	149804417	30365	13440_PET_CpG	1
6	149805874	149806368	30366	13441_PET_CpG	1
6	149867068	149867412	30367	13442_cg05238905;cg27158523;cg18674212;cg24515799;cg27253887	1
6	149867543	149867660	30368	13443_cg16302650	1
6	149886891	149887045	30369	13444_cg16324746	1
6	149887552	149887642	30370	13445_cg12971771	0
6	149887801	149887955	30371	13446_cg14746738	1
6	149969755	149969904	30372	13447_cg06282763	1
6	150037377	150037496	30373	13448_PET_CpG	1
6	150039112	150039273	30374	13449_cg11295801	1
6	150039322	150039469	30375	13450_cg19579695	1
6	150067412	150067825	30376	13451_cg08119480;cg13206674;cg27015207	1
6	150070708	150070783	30377	13452_cg08857898	0
6	150070992	150071132	30378	13453_cg00591980	1
6	150184838	150185052	30379	13454_cg03401324;cg07807409	1
6	150185118	150185271	30380	13455_cg09834205	0
6	150185408	150185656	30381	13456_cg05971912;cg07310318;cg12837057;cg25083496	0
6	150244211	150244466	30382	13457_cg02711190;cg04529724	1
6	150259788	150260004	30383	13458_cg01919652;cg01999539	1
6	150262683	150262861	30384	13459_cg09567080;cg24740568	1
6	150262888	150263134	30385	13460_cg02095752;cg12910494;cg18082080;cg21530045	1
6	150263411	150263544	30386	13461_cg03442912	1
6	150285091	150285235	30387	13462_cg13158344	1
6	150285401	150285543	30388	13463_cg25115993	1
6	150285558	150285711	30389	13464_cg14022137	1
6	150285736	150285873	30390	13465_cg16635480	1
6	150286431	150286592	30391	13466_cg11660826	1
6	150326246	150326527	30392	13467_cg02280907;cg22376415;cg26501027	1
6	150326656	150326817	30393	13468_cg07578070	1
6	150389938	150390087	30394	13469_cg18418460	1
6	150390113	150390390	30395	13470_cg00225132;cg11399097;cg18043157	1
6	150463887	150464162	30396	13471_cg09608387;cg16715162;cg26031255;cg26349375	1
6	150740306	150740431	30397	13472_cg19279130	1
6	151186825	151186861	30398	13473_cg07360021	0
6	151186902	151186980	30399	13473_cg07360021	0
6	151187268	151187406	30400	13474_cg15259947	1
6	151561591	151561748	30401	13475_cg19038690	1
6	151646681	151646830	30402	13476_cg12794224	1
6	151712522	151712615	30403	13478_cg01998682	0
6	151712681	151712825	30404	13479_cg24128593	0
6	151713100	151713262	30405	13480_cg16931465	1
6	151773000	151773140	30406	13481_cg05351087	1
6	151773269	151773531	30407	13482_cg05587030;cg10883421;cg14262678;cg17179660	0
6	151773611	151773872	30408	13483_cg09370884;cg12644120	1
6	151773996	151774143	30409	13484_cg13568218	1
6	151774180	151774335	30410	13485_cg17190403	1
6	151803541	151803687	30411	13486_PET_CpG	1
6	151815161	151815312	30412	13487_cg00117463	1
6	152623238	152623472	30413	13488_cg02682457;cg05917732	1
6	152630968	152631113	30414	13489_PET_CpG	1
6	152957920	152958244	30415	13490_cg16434547;cg23931421;cg23353893;cg25977958	1
6	153304163	153304334	30416	13491_cg06434997;cg16493566;cg25401754;cg26425730	1
6	153304733	153305080	30417	13492_cg02426093;cg17828223;cg20219159;cg23777444	1
6	153323472	153323641	30418	13493_cg00161367	1
6	153323927	153324070	30419	13494_cg13538257	1
6	153324208	153324345	30420	13495_cg00356818	1
6	153324407	153324551	30421	13496_cg11773265	1
6	153451797	153451934	30422	13497_cg08029996	1
6	154831614	154831854	30423	13498_cg05457923;cg17771515	1
6	154893808	154893951	30424	13499_PET_CpG	1
6	154926547	154926687	30425	13500_PET_CpG	1
6	155054460	155054555	30426	13501_cg12120238	0
6	155316303	155316463	30427	13502_cg24808186	0
6	155317163	155317298	30428	13503_cg26245667	1
6	155635123	155635266	30429	13504_cg17825989	1
6	155635708	155635863	30430	13505_cg04078321;cg25598586	0
6	156969246	156969395	30431	13506_PET_CpG	1
6	157008270	157008392	30432	13507_cg02980631	1
6	157098391	157098538	30433	13508_cg10726394	1
6	157100198	157100346	30434	13509_cg20444341	0
6	157100903	157101045	30435	13510_cg08614771	1
6	157103426	157103569	30436	13511_PET_CpG	1
6	157342474	157342617	30437	13512_cg14613479	1
6	157790661	157790995	30438	13513_PET_CpG	1
